id,status_group
2381,non functional
39457,functional
6055,functional
59141,non functional
13698,functional
63930,functional
11930,functional
57875,non functional
66958,functional
47427,non functional
42025,functional
13019,functional
10295,functional
1468,functional
64449,non functional
35590,functional
66187,functional
67742,functional
16104,functional
73801,non functional
63163,functional
60345,non functional
39099,functional
405,functional
58984,non functional
22877,functional
13783,functional
15148,functional
67707,functional
570,non functional
21674,functional
49827,functional
65611,functional
48052,functional
59547,non functional
39793,functional
27686,functional
53927,non functional
54485,functional
11922,functional
34851,functional
14646,functional
38991,functional
20155,functional
50328,functional
72786,non functional
61652,functional
10296,functional
9126,non functional
47495,functional needs repair
46307,non functional
69138,functional
74198,functional
2225,functional
29754,functional
59626,functional
38715,non functional
33644,non functional
42537,non functional
6102,functional needs repair
22099,functional
73285,functional
30675,non functional
45645,non functional
10133,functional
31392,functional
53757,functional
69091,non functional
34819,non functional
30233,functional
8541,functional
20185,functional
15100,non functional
22154,functional
65590,functional
21544,non functional
33226,functional
37935,functional
4179,non functional
12087,non functional
15163,functional
37300,non functional
45039,non functional
46519,non functional
8850,functional
7211,non functional
72111,functional
20652,functional
37761,functional
13869,functional
20960,functional
51314,non functional
25560,non functional
48880,functional
33275,functional
17433,non functional
71960,functional
70739,non functional
22260,functional
48713,functional
30294,functional
27185,functional
21593,non functional
32119,functional
20299,non functional
55818,functional
74137,functional
46159,functional needs repair
59203,functional
20171,non functional
18385,functional needs repair
44915,functional
15941,functional
15865,functional
57598,functional
56036,non functional
35251,functional
31002,non functional
3720,functional
63990,functional
7340,non functional
68382,functional
48833,functional
54309,functional
29274,functional
26159,non functional
5756,functional
65520,functional
17723,functional
43704,functional
32284,non functional
26312,non functional
54828,functional
21386,non functional
26077,non functional
54702,functional
68427,functional
41359,non functional
57912,functional
57126,non functional
21321,functional
53202,non functional
3351,non functional
41354,non functional
19050,non functional
15929,non functional
31560,non functional
61696,non functional
56022,non functional
48422,functional
18651,functional
23414,functional
23653,functional
4003,functional
26311,functional
70408,non functional
42630,non functional
64456,non functional
66412,functional
39856,non functional
54522,functional
10505,non functional
31406,functional
28354,non functional
2621,non functional
55216,functional
40173,functional
37985,non functional
52840,non functional
12109,functional
26963,functional
46197,non functional
22081,non functional
46780,functional
2633,functional
56927,functional
59682,non functional
38169,functional
49662,non functional
27236,functional
66648,functional needs repair
60179,functional
46608,functional
7912,non functional
40483,non functional
28335,functional
64791,non functional
970,non functional
54743,functional
70993,functional
46287,functional
27169,non functional
29471,functional
71476,functional
45420,non functional
71980,functional
72862,functional
6168,non functional
73489,functional
67595,functional
37418,non functional
23319,functional
379,functional
61286,non functional
15933,non functional
55858,non functional
60144,functional
4352,non functional
9905,non functional
27743,non functional
35256,functional
35537,non functional
25120,functional
43468,non functional
53035,functional needs repair
69597,functional
1440,functional
54701,functional
50701,non functional
26306,functional
5101,functional
50562,functional
21381,functional needs repair
61186,non functional
10726,non functional
38114,functional
52810,functional
20389,non functional
43615,functional
57068,functional
49109,functional
11086,functional
73675,non functional
12727,non functional
48628,functional
34433,functional
57340,non functional
46701,functional
35299,non functional
41210,functional
49874,functional needs repair
13390,functional
66488,functional
67786,functional
57646,functional
66031,functional
32846,functional
